tweet_id,favorites,retweets,user_followers,user_favourites,date_time
883838122936631299,20216,3073,8856469,145856,2017-07-09 00:00:04+00:00
883482846933004288,42400,8852,8856469,145856,2017-07-08 00:28:19+00:00
883360690899218434,20990,3314,8856469,145856,2017-07-07 16:22:55+00:00
883117836046086144,34337,5964,8856469,145856,2017-07-07 00:17:54+00:00
882992080364220416,22118,3484,8856469,145856,2017-07-06 15:58:11+00:00
882762694511734784,26165,4379,8856469,145856,2017-07-06 00:46:41+00:00
882627270321602560,25928,5445,8856469,145856,2017-07-05 15:48:34+00:00
882268110199369728,41493,10375,8856469,145856,2017-07-04 16:01:23+00:00
882045870035918850,27151,4365,8856469,145856,2017-07-04 01:18:17+00:00
881906580714921986,22546,3050,8856469,145856,2017-07-03 16:04:48+00:00
881666595344535552,46908,9567,8856469,145856,2017-07-03 00:11:11+00:00
881633300179243008,115,7,8856469,145856,2017-07-02 21:58:53+00:00
881536004380872706,45793,14343,8856469,145856,2017-07-02 15:32:16+00:00
881268444196462592,21541,4738,8856469,145856,2017-07-01 21:49:04+00:00
880935762899988482,15845,2505,8856469,145856,2017-06-30 23:47:07+00:00
880872448815771648,19719,3434,8856469,145856,2017-06-30 19:35:32+00:00
880465832366813184,26358,5566,8856469,145856,2017-06-29 16:39:47+00:00
880221127280381952,24972,3731,8856469,145856,2017-06-29 00:27:25+00:00
880095782870896641,25586,3895,8856469,145856,2017-06-28 16:09:20+00:00
879862464715927552,20724,3124,8856469,145856,2017-06-28 00:42:13+00:00
879674319642796034,293,10,8856469,145856,2017-06-27 12:14:36+00:00
879492040517615616,21758,2858,8856469,145856,2017-06-27 00:10:17+00:00
879415818425184262,98017,39915,8856469,145856,2017-06-26 19:07:24+00:00
879376492567855104,15593,2810,8856469,145856,2017-06-26 16:31:08+00:00
879130579576475649,0,6110,8856469,145856,2017-06-26 00:13:58+00:00
879050749262655488,20896,4222,8856469,145856,2017-06-25 18:56:45+00:00
879008229531029506,17627,2406,8856469,145856,2017-06-25 16:07:47+00:00
878776093423087618,17961,3676,8856469,145856,2017-06-25 00:45:22+00:00
878604707211726852,27903,6350,8856469,145856,2017-06-24 13:24:20+00:00
878404777348136964,0,1148,8856469,145856,2017-06-24 00:09:53+00:00
878316110768087041,0,5960,8856469,145856,2017-06-23 18:17:33+00:00
878281511006478336,7171,1148,8856469,145856,2017-06-23 16:00:04+00:00
878057613040115712,39047,6110,8856469,145856,2017-06-23 01:10:23+00:00
877736472329191424,73380,17003,8856469,145856,2017-06-22 03:54:17+00:00
877611172832227328,0,71,8856469,145856,2017-06-21 19:36:23+00:00
877556246731214848,21048,3418,8856469,145856,2017-06-21 15:58:08+00:00
877316821321428993,25436,4678,8856469,145856,2017-06-21 00:06:44+00:00
877201837425926144,25140,5007,8856469,145856,2017-06-20 16:29:50+00:00
876838120628539392,19201,2999,8856469,145856,2017-06-19 16:24:33+00:00
876537666061221889,21994,4220,8856469,145856,2017-06-18 20:30:39+00:00
876484053909872640,17452,2129,8856469,145856,2017-06-18 16:57:37+00:00
876120275196170240,25978,4197,8856469,145856,2017-06-17 16:52:05+00:00
875747767867523072,23328,3841,8856469,145856,2017-06-16 16:11:53+00:00
875144289856114688,20389,4419,8856469,145856,2017-06-15 00:13:52+00:00
875097192612077568,25504,5480,8856469,145856,2017-06-14 21:06:43+00:00
875021211251597312,23706,4245,8856469,145856,2017-06-14 16:04:48+00:00
874680097055178752,25855,4176,8856469,145856,2017-06-13 17:29:20+00:00
874434818259525634,0,13096,8856469,145856,2017-06-13 01:14:41+00:00
874296783580663808,24227,3716,8856469,145856,2017-06-12 16:06:11+00:00
874057562936811520,21136,3593,8856470,145856,2017-06-12 00:15:36+00:00
874012996292530176,31848,9222,8856470,145856,2017-06-11 21:18:31+00:00
873580283840344065,22547,3560,8856470,145856,2017-06-10 16:39:04+00:00
873337748698140672,0,1429,8856470,145856,2017-06-10 00:35:19+00:00
873213775632977920,6662,1429,8856470,145856,2017-06-09 16:22:42+00:00
872967104147763200,25373,4893,8856470,145856,2017-06-09 00:02:31+00:00
872820683541237760,13727,3364,8856470,145856,2017-06-08 14:20:41+00:00
872620804844003328,19319,3297,8856470,145856,2017-06-08 01:06:27+00:00
872486979161796608,38001,8190,8856470,145856,2017-06-07 16:14:40+00:00
872122724285648897,31949,7330,8856470,145856,2017-06-06 16:07:15+00:00
871879754684805121,35026,9922,8856470,145856,2017-06-06 00:01:46+00:00
871762521631449091,18865,3162,8856470,145856,2017-06-05 16:15:56+00:00
871515927908634625,18835,3153,8856470,145856,2017-06-04 23:56:03+00:00
871166179821445120,0,5188,8856470,145856,2017-06-04 00:46:17+00:00
871102520638267392,19536,5002,8856470,145856,2017-06-03 20:33:19+00:00
871032628920680449,21253,3466,8856470,145856,2017-06-03 15:55:36+00:00
870804317367881728,31454,5632,8856470,145856,2017-06-03 00:48:22+00:00
870726314365509632,114,3,8856470,145856,2017-06-02 19:38:25+00:00
870656317836468226,11522,2385,8856470,145856,2017-06-02 15:00:16+00:00
870374049280663552,77686,24167,8856470,145856,2017-06-01 20:18:38+00:00
870308999962521604,20504,3774,8856470,145856,2017-06-01 16:00:09+00:00
870063196459192321,34164,7565,8856470,145856,2017-05-31 23:43:25+00:00
869772420881756160,39878,9251,8856470,145856,2017-05-31 04:27:59+00:00
869702957897576449,26430,5751,8856470,145856,2017-05-30 23:51:58+00:00
869596645499047938,14959,2847,8856470,145856,2017-05-30 16:49:31+00:00
869227993411051520,19131,3439,8856470,145856,2017-05-29 16:24:37+00:00
868880397819494401,61257,13170,8856470,145856,2017-05-28 17:23:24+00:00
868639477480148993,0,1890,8856470,145856,2017-05-28 01:26:04+00:00
868622495443632128,24991,4837,8856470,145856,2017-05-28 00:18:35+00:00
868552278524837888,9451,1890,8856470,145856,2017-05-27 19:39:34+00:00
867900495410671616,22736,3832,8856470,145856,2017-05-26 00:29:37+00:00
867774946302451713,31869,6727,8856470,145856,2017-05-25 16:10:44+00:00
867421006826221569,15112,2285,8856470,145856,2017-05-24 16:44:18+00:00
867072653475098625,0,110,8856470,145856,2017-05-23 17:40:04+00:00
867051520902168576,30279,7244,8856470,145856,2017-05-23 16:16:06+00:00
866720684873056260,18826,4400,8856470,145856,2017-05-22 18:21:28+00:00
866686824827068416,18098,3194,8856470,145856,2017-05-22 16:06:55+00:00
866450705531457537,114932,32392,8856470,145856,2017-05-22 00:28:40+00:00
866334964761202691,49228,13096,8856470,145856,2017-05-21 16:48:45+00:00
866094527597207552,0,7703,8856470,145856,2017-05-21 00:53:21+00:00
865718153858494464,24182,5180,8856470,145856,2017-05-19 23:57:46+00:00
865359393868664832,24908,4607,8856470,145856,2017-05-19 00:12:11+00:00
865006731092295680,26401,7102,8856470,145856,2017-05-18 00:50:50+00:00
864873206498414592,30411,8001,8856470,145856,2017-05-17 16:00:15+00:00
864279568663928832,13754,2778,8856470,145856,2017-05-16 00:41:21+00:00
864197398364647424,28231,8161,8856470,145856,2017-05-15 19:14:50+00:00
863907417377173506,19430,3824,8856470,145856,2017-05-15 00:02:33+00:00
863553081350529029,14414,3870,8856470,145856,2017-05-14 00:34:33+00:00
863471782782697472,0,2244,8856470,145856,2017-05-13 19:11:30+00:00
863432100342583297,22456,4846,8856470,145856,2017-05-13 16:33:49+00:00
863427515083354112,2082,89,8855830,145855,2017-05-13 16:15:35+00:00
863079547188785154,8296,1026,8856471,145856,2017-05-12 17:12:53+00:00
863062471531167744,7972,2244,8856471,145856,2017-05-12 16:05:02+00:00
862831371563274240,18126,4772,8856471,145856,2017-05-12 00:46:44+00:00
862722525377298433,16182,3283,8856471,145856,2017-05-11 17:34:13+00:00
862457590147678208,19293,4562,8856471,145856,2017-05-11 00:01:27+00:00
862096992088072192,70104,21455,8856471,145856,2017-05-10 00:08:34+00:00
861383897657036800,34126,9932,8856471,145856,2017-05-08 00:54:59+00:00
861288531465048066,16244,3837,8856471,145856,2017-05-07 18:36:02+00:00
861005113778896900,15811,3544,8856471,145856,2017-05-06 23:49:50+00:00
860981674716409858,0,1993,8856471,145856,2017-05-06 22:16:42+00:00
860924035999428608,0,741,8856471,145856,2017-05-06 18:27:40+00:00
860563773140209665,7109,1993,8856471,145856,2017-05-05 18:36:06+00:00
860524505164394496,22429,4939,8856471,145856,2017-05-05 16:00:04+00:00
860276583193509888,17448,3271,8856471,145856,2017-05-04 23:34:55+00:00
860184849394610176,15816,5445,8856471,145856,2017-05-04 17:30:24+00:00
860177593139703809,0,28809,8856471,145856,2017-05-04 17:01:34+00:00
859924526012018688,18612,3835,8856471,145856,2017-05-04 00:15:58+00:00
859851578198683649,14685,3281,8856471,145856,2017-05-03 19:26:06+00:00
859607811541651456,17721,1453,8856471,145856,2017-05-03 03:17:27+00:00
859196978902773760,85270,28158,8856471,145856,2017-05-02 00:04:57+00:00
859074603037188101,32131,12741,8856471,145856,2017-05-01 15:58:40+00:00
858860390427611136,0,7588,8856471,145856,2017-05-01 01:47:28+00:00
858843525470990336,14860,3249,8856471,145856,2017-05-01 00:40:27+00:00
858471635011153920,20515,4548,8856471,145856,2017-04-30 00:02:42+00:00
858107933456039936,15023,2714,8856471,145856,2017-04-28 23:57:28+00:00
857989990357356544,15337,2433,8856471,145856,2017-04-28 16:08:49+00:00
857746408056729600,32676,9986,8856471,145856,2017-04-28 00:00:54+00:00
857393404942143489,5622,1547,8856471,145856,2017-04-27 00:38:11+00:00
857263160327368704,19157,4258,8856471,145856,2017-04-26 16:00:39+00:00
857214891891077121,215,17,8856471,145856,2017-04-26 12:48:51+00:00
857062103051644929,0,157,8856471,145856,2017-04-26 02:41:43+00:00
857029823797047296,18013,3745,8856471,145856,2017-04-26 00:33:27+00:00
856543823941562368,15639,2719,8856471,145856,2017-04-24 16:22:16+00:00
856526610513747968,11371,1775,8856471,145856,2017-04-24 15:13:52+00:00
856330835276025856,0,631,8855831,145855,2017-04-24 02:15:55+00:00
856288084350160898,491,15,8856471,145856,2017-04-23 23:26:03+00:00
856282028240666624,26559,5938,8856471,145856,2017-04-23 23:01:59+00:00
855862651834028034,323,24,8856471,145856,2017-04-22 19:15:32+00:00
855860136149123072,4696,927,8856471,145856,2017-04-22 19:05:32+00:00
855857698524602368,11378,1992,8856471,145856,2017-04-22 18:55:51+00:00
855851453814013952,43944,17112,8856471,145856,2017-04-22 18:31:02+00:00
855818117272018944,25594,5141,8856471,145856,2017-04-22 16:18:34+00:00
855459453768019968,28596,7792,8856471,145856,2017-04-21 16:33:22+00:00
855245323840757760,0,5638,8856471,145856,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8856471,145856,2017-04-20 19:16:59+00:00
854732716440526848,21846,5757,8856471,145856,2017-04-19 16:25:34+00:00
854482394044301312,28120,6494,8856471,145856,2017-04-18 23:50:52+00:00
854365224396361728,18181,4460,8856472,145856,2017-04-18 16:05:17+00:00
854120357044912130,30801,7098,8856472,145856,2017-04-17 23:52:16+00:00
854010172552949760,15654,3002,8856472,145856,2017-04-17 16:34:26+00:00
853760880890318849,27556,5479,8856472,145856,2017-04-17 00:03:50+00:00
853639147608842240,33435,9544,8856472,145856,2017-04-16 16:00:07+00:00
853299958564483072,14956,3396,8856472,145856,2017-04-15 17:32:18+00:00
852936405516943360,0,1894,8856472,145856,2017-04-14 17:27:40+00:00
852912242202992640,8718,1730,8856472,145856,2017-04-14 15:51:39+00:00
852672615818899456,14431,2065,8856472,145856,2017-04-13 23:59:28+00:00
852553447878664193,15773,3321,8856472,145856,2017-04-13 16:05:56+00:00
852311364735569921,32081,9520,8856472,145856,2017-04-13 00:03:59+00:00
852226086759018497,19374,6564,8856472,145856,2017-04-12 18:25:07+00:00
852189679701164033,11115,1528,8856472,145856,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8856472,145856,2017-04-11 18:15:55+00:00
851591660324737024,15782,3325,8856472,145856,2017-04-11 00:24:08+00:00
851464819735769094,23551,6784,8856472,145856,2017-04-10 16:00:07+00:00
851224888060895234,20094,5521,8856472,145856,2017-04-10 00:06:42+00:00
850753642995093505,29883,8750,8856472,145856,2017-04-08 16:54:09+00:00
850380195714523136,12746,2505,8856472,145856,2017-04-07 16:10:12+00:00
850333567704068097,3359,315,8856472,145856,2017-04-07 13:04:55+00:00
850145622816686080,15897,3658,8856472,145856,2017-04-07 00:38:06+00:00
850019790995546112,19852,4690,8856472,145856,2017-04-06 16:18:05+00:00
849776966551130114,29561,7307,8856472,145856,2017-04-06 00:13:11+00:00
849668094696017920,0,4770,8856472,145856,2017-04-05 17:00:34+00:00
849412302885593088,15464,3037,8856472,145856,2017-04-05 00:04:08+00:00
849336543269576704,11133,1829,8856472,145856,2017-04-04 19:03:06+00:00
849051919805034497,41235,8173,8856472,145856,2017-04-04 00:12:06+00:00
848690551926992896,24556,4175,8856472,145856,2017-04-03 00:16:10+00:00
848324959059550208,24089,4462,8856472,145856,2017-04-02 00:03:26+00:00
848213670039564288,7967,700,8856472,145856,2017-04-01 16:41:12+00:00
848212111729840128,15929,2923,8856472,145856,2017-04-01 16:35:01+00:00
847978865427394560,0,3154,8856472,145856,2017-04-01 01:08:10+00:00
847971574464610304,0,420,8856472,145856,2017-04-01 00:39:12+00:00
847962785489326080,22974,4902,8856472,145856,2017-04-01 00:04:17+00:00
847842811428974592,5309,1283,8856472,145856,2017-03-31 16:07:33+00:00
847617282490613760,6831,401,8856472,145856,2017-03-31 01:11:22+00:00
847606175596138505,18355,3328,8856472,145856,2017-03-31 00:27:14+00:00
847251039262605312,20045,4194,8856472,145856,2017-03-30 00:56:03+00:00
847157206088847362,19446,5682,8856472,145856,2017-03-29 18:43:12+00:00
847116187444137987,21006,3085,8856472,145856,2017-03-29 16:00:12+00:00
846874817362120707,19652,3800,8856472,145856,2017-03-29 00:01:05+00:00
846514051647705089,43583,11171,8856472,145856,2017-03-28 00:07:32+00:00
846505985330044928,13808,2973,8856472,145856,2017-03-27 23:35:28+00:00
846153765933735936,30899,8761,8856472,145856,2017-03-27 00:15:53+00:00
846139713627017216,30406,9746,8856472,145856,2017-03-26 23:20:02+00:00
846042936437604353,15647,2778,8856472,145856,2017-03-26 16:55:29+00:00
845812042753855489,28594,8417,8856472,145856,2017-03-26 01:38:00+00:00
845677943972139009,24690,4670,8856472,145856,2017-03-25 16:45:08+00:00
845397057150107648,7477,1742,8856472,145856,2017-03-24 22:08:59+00:00
845306882940190720,22870,5233,8856472,145856,2017-03-24 16:10:40+00:00
845098359547420673,0,7444,8856472,145856,2017-03-24 02:22:04+00:00
844979544864018432,13370,2474,8856472,145856,2017-03-23 18:29:57+00:00
844973813909606400,14778,3091,8856472,145856,2017-03-23 18:07:10+00:00
844580511645339650,16153,3033,8856472,145856,2017-03-22 16:04:20+00:00
844223788422217728,13418,2132,8856472,145856,2017-03-21 16:26:50+00:00
843981021012017153,14894,2874,8856472,145856,2017-03-21 00:22:10+00:00
843856843873095681,21061,4501,8856472,145856,2017-03-20 16:08:44+00:00
843604394117681152,16586,2667,8856472,145856,2017-03-19 23:25:35+00:00
843235543001513987,21129,5871,8856472,145856,2017-03-18 22:59:54+00:00
842846295480000512,15027,3545,8856472,145856,2017-03-17 21:13:10+00:00
842765311967449089,6617,1244,8856472,145856,2017-03-17 15:51:22+00:00
842535590457499648,17797,3421,8856472,145856,2017-03-17 00:38:32+00:00
842163532590374912,24027,5638,8856472,145856,2017-03-16 00:00:07+00:00
842115215311396866,13753,2957,8856472,145856,2017-03-15 20:48:07+00:00
841833993020538882,0,14676,8856472,145856,2017-03-15 02:10:39+00:00
841680585030541313,25335,7634,8856472,145856,2017-03-14 16:01:03+00:00
841439858740625411,12447,3590,8856472,145856,2017-03-14 00:04:30+00:00
841320156043304961,19491,5375,8856472,145856,2017-03-13 16:08:50+00:00
841314665196081154,15612,4534,8856472,145856,2017-03-13 15:47:01+00:00
841077006473256960,22507,5188,8855832,145855,2017-03-13 00:02:39+00:00
840761248237133825,0,1728,8856472,145856,2017-03-12 03:07:56+00:00
840728873075638272,0,15718,8856472,145856,2017-03-12 00:59:17+00:00
840698636975636481,172,2,8856472,145856,2017-03-11 22:59:09+00:00
840696689258311684,12114,949,8856472,145856,2017-03-11 22:51:24+00:00
840632337062862849,8870,1728,8856472,145856,2017-03-11 18:35:42+00:00
840370681858686976,16196,4455,8856472,145856,2017-03-11 01:15:58+00:00
840268004936019968,18985,5596,8856472,145856,2017-03-10 18:27:58+00:00
839990271299457024,13232,2227,8856472,145856,2017-03-10 00:04:21+00:00
839549326359670784,27087,7588,8856472,145856,2017-03-08 18:52:12+00:00
839290600511926273,0,140,8856472,145856,2017-03-08 01:44:07+00:00
839239871831150596,26728,6399,8856472,145856,2017-03-07 22:22:32+00:00
838952994649550848,19395,3911,8856472,145856,2017-03-07 03:22:35+00:00
838921590096166913,10986,2010,8856472,145856,2017-03-07 01:17:48+00:00
838916489579200512,0,34,8856472,145856,2017-03-07 00:57:32+00:00
838831947270979586,0,10790,8856472,145856,2017-03-06 19:21:35+00:00
838561493054533637,10825,1311,8856472,145856,2017-03-06 01:26:54+00:00
838476387338051585,22194,4678,8856472,145856,2017-03-05 19:48:43+00:00
838201503651401729,0,9835,8856472,145856,2017-03-05 01:36:26+00:00
838150277551247360,1649,324,8856472,145856,2017-03-04 22:12:52+00:00
838085839343206401,138,1,8856472,145856,2017-03-04 17:56:49+00:00
838083903487373313,17411,3064,8856472,145856,2017-03-04 17:49:08+00:00
837820167694528512,33638,7703,8856472,145856,2017-03-04 00:21:08+00:00
837482249356513284,3816,437,8856472,145856,2017-03-03 01:58:22+00:00
837471256429613056,12630,2233,8856472,145856,2017-03-03 01:14:41+00:00
837110210464448512,15869,2325,8856472,145856,2017-03-02 01:20:01+00:00
836989968035819520,12603,2261,8856472,145856,2017-03-01 17:22:13+00:00
836753516572119041,19132,4562,8856472,145856,2017-03-01 01:42:39+00:00
836677758902222849,12473,2193,8856472,145856,2017-02-28 20:41:37+00:00
836648853927522308,0,548,8856472,145856,2017-02-28 18:46:45+00:00
836397794269200385,0,27041,8856472,145856,2017-02-28 02:09:08+00:00
836380477523124226,14622,2940,8856472,145856,2017-02-28 01:00:19+00:00
836260088725786625,21104,4237,8856472,145856,2017-02-27 17:01:56+00:00
836001077879255040,18883,4188,8856472,145856,2017-02-26 23:52:43+00:00
835685285446955009,0,8001,8856472,145856,2017-02-26 02:57:52+00:00
835574547218894849,17623,3559,8856472,145856,2017-02-25 19:37:50+00:00
835536468978302976,0,1666,8856472,145856,2017-02-25 17:06:32+00:00
835309094223372289,0,20588,8856472,145856,2017-02-25 02:03:02+00:00
835297930240217089,16321,2961,8856472,145856,2017-02-25 01:18:40+00:00
835264098648616962,7664,1666,8856472,145856,2017-02-24 23:04:14+00:00
835246439529840640,2082,72,8856472,145856,2017-02-24 21:54:03+00:00
835172783151792128,25907,5681,8856472,145856,2017-02-24 17:01:22+00:00
835152434251116546,22159,2955,8856472,145856,2017-02-24 15:40:31+00:00
834931633769889797,10704,1614,8855832,145855,2017-02-24 01:03:08+00:00
834786237630337024,21209,5422,8856472,145856,2017-02-23 15:25:23+00:00
834574053763584002,13515,2493,8856472,145856,2017-02-23 01:22:14+00:00
834477809192075265,0,10480,8856472,145856,2017-02-22 18:59:48+00:00
834458053273591808,9539,1652,8856472,145856,2017-02-22 17:41:18+00:00
834209720923721728,20387,4672,8856472,145856,2017-02-22 01:14:30+00:00
834167344700198914,15685,3609,8856472,145856,2017-02-21 22:26:07+00:00
834089966724603904,9939,2103,8856472,145856,2017-02-21 17:18:39+00:00
834086379323871233,12948,2182,8856472,145856,2017-02-21 17:04:24+00:00
833863086058651648,13322,2373,8856472,145856,2017-02-21 02:17:06+00:00
833826103416520705,17915,3726,8856472,145856,2017-02-20 23:50:09+00:00
833732339549220864,0,220,8856472,145856,2017-02-20 17:37:34+00:00
833722901757046785,20647,3177,8856472,145856,2017-02-20 17:00:04+00:00
833479644947025920,14743,2016,8856472,145856,2017-02-20 00:53:27+00:00
833124694597443584,20028,4770,8856472,145856,2017-02-19 01:23:00+00:00
832998151111966721,13136,2170,8856472,145856,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8856472,145856,2017-02-18 01:50:19+00:00
832757312314028032,16718,3575,8856472,145856,2017-02-18 01:03:09+00:00
832682457690300417,11780,2869,8856472,145856,2017-02-17 20:05:43+00:00
832645525019123713,2909,524,8856472,145856,2017-02-17 17:38:57+00:00
832636094638288896,15725,2747,8856472,145856,2017-02-17 17:01:29+00:00
832397543355072512,11873,2190,8856472,145856,2017-02-17 01:13:34+00:00
832369877331693569,17071,3154,8856472,145856,2017-02-16 23:23:38+00:00
832273440279240704,11266,2314,8856472,145856,2017-02-16 17:00:25+00:00
832215909146226688,0,6134,8856472,145856,2017-02-16 13:11:49+00:00
832215726631055365,0,9207,8856472,145856,2017-02-16 13:11:05+00:00
832088576586297345,61,2,8856472,145856,2017-02-16 04:45:50+00:00
832040443403784192,0,9494,8856472,145856,2017-02-16 01:34:34+00:00
832032802820481025,17730,4608,8856472,145856,2017-02-16 01:04:13+00:00
831939777352105988,23801,6058,8856472,145856,2017-02-15 18:54:34+00:00
831926988323639298,334,34,8856472,145856,2017-02-15 18:03:45+00:00
831911600680497154,27387,6417,8856472,145856,2017-02-15 17:02:36+00:00
831670449226514432,10360,1794,8856472,145856,2017-02-15 01:04:21+00:00
831650051525054464,7082,1894,8856472,145856,2017-02-14 23:43:18+00:00
831552930092285952,8900,2295,8856472,145856,2017-02-14 17:17:22+00:00
831322785565769729,9216,1535,8856472,145856,2017-02-14 02:02:51+00:00
831315979191906304,6500,1115,8856472,145856,2017-02-14 01:35:49+00:00
831309418084069378,11672,2432,8856472,145856,2017-02-14 01:09:44+00:00
831262627380748289,11821,2017,8856472,145856,2017-02-13 22:03:49+00:00
830956169170665475,7916,1480,8856472,145856,2017-02-13 01:46:03+00:00
830583320585068544,66302,16562,8856472,145856,2017-02-12 01:04:29+00:00
830173239259324417,0,5624,8856472,145856,2017-02-10 21:54:58+00:00
830097400375152640,9719,2904,8856472,145856,2017-02-10 16:53:37+00:00
829878982036299777,0,4943,8856472,145856,2017-02-10 02:25:42+00:00
829861396166877184,12163,1917,8856472,145856,2017-02-10 01:15:49+00:00
829501995190984704,31527,10480,8856472,145856,2017-02-09 01:27:41+00:00
829449946868879360,10392,1991,8856472,145856,2017-02-08 22:00:52+00:00
829141528400556032,24229,7249,8856472,145856,2017-02-08 01:35:19+00:00
829011960981237760,52905,16173,8856472,145856,2017-02-07 17:00:28+00:00
828801551087042563,0,3390,8856472,145856,2017-02-07 03:04:22+00:00
828770345708580865,25433,5804,8856472,145856,2017-02-07 01:00:22+00:00
828708714936930305,36274,11069,8856472,145856,2017-02-06 20:55:28+00:00
828650029636317184,9451,1328,8856472,145856,2017-02-06 17:02:17+00:00
828409743546925057,6315,1157,8856472,145856,2017-02-06 01:07:28+00:00
828408677031882754,7634,1278,8856472,145856,2017-02-06 01:03:14+00:00
828381636999917570,12522,2197,8856472,145856,2017-02-05 23:15:47+00:00
828376505180889089,7339,1059,8856472,145856,2017-02-05 22:55:23+00:00
828372645993398273,12504,2905,8856472,145856,2017-02-05 22:40:03+00:00
828361771580813312,2180,173,8856472,145856,2017-02-05 21:56:51+00:00
828046555563323392,11697,2847,8856472,145856,2017-02-05 01:04:17+00:00
828011680017821696,10300,2131,8856472,145856,2017-02-04 22:45:42+00:00
827933404142436356,19980,5194,8856472,145856,2017-02-04 17:34:40+00:00
827653905312006145,15431,2999,8856472,145856,2017-02-03 23:04:02+00:00
827600520311402496,7433,933,8856472,145856,2017-02-03 19:31:54+00:00
827324948884643840,15782,3009,8856472,145856,2017-02-03 01:16:53+00:00
827199976799354881,10537,2207,8856472,145856,2017-02-02 17:00:17+00:00
826958653328592898,21488,4943,8855832,145855,2017-02-02 01:01:21+00:00
826848821049180160,36167,10062,8856472,145856,2017-02-01 17:44:55+00:00
826615380357632002,0,3956,8856472,145856,2017-02-01 02:17:19+00:00
826598799820865537,5099,249,8856472,145856,2017-02-01 01:11:25+00:00
826598365270007810,9995,2317,8856472,145856,2017-02-01 01:09:42+00:00
826476773533745153,18334,4155,8856472,145856,2017-01-31 17:06:32+00:00
826240494070030336,13240,2588,8856472,145856,2017-01-31 01:27:39+00:00
826204788643753985,4863,915,8856472,145856,2017-01-30 23:05:46+00:00
826115272272650244,15595,3079,8856472,145856,2017-01-30 17:10:04+00:00
825876512159186944,10443,1853,8856472,145856,2017-01-30 01:21:19+00:00
825829644528148480,12693,2474,8856472,145856,2017-01-29 22:15:05+00:00
